date,USD/CNY,EUR/CNY,GBP/CNY,CAD/CNY,JPY/CNY,AUD/CNY,MXN/CNY,USD/HKD,EUR/HKD,GBP/HKD,100JPY/CNY,HKD/CNY,NZD/CNY,SGD/CNY,CHF/CNY,CNY/MOP,CNY/MYR,CNY/RUB,CNY/ZAR,CNY/KRW,CNY/AED,CNY/SAR,CNY/HUF,CNY/PLN,CNY/DKK,CNY/SEK,CNY/NOK,CNY/TRY,CNY/MXN,CNY/THB
2016-05-16,6.522,7.3764,9.3521,5.0313,0.05999,4.7411,0.356267,7.76394,8.78547,11.137,,,,,,,,,,,,,,,,,,,,
2016-05-17,6.5213,7.3687,9.4098,5.0478,0.05971,4.745,0.356488,7.76354,8.7813,11.21348,,,,,,,,,,,,,,,,,,,,
2016-05-18,6.5186,7.3675,9.4105,5.0431,0.05976,4.7609,0.353735,7.7616,8.7818,11.21878,,,,,,,,,,,,,,,,,,,,
2016-05-19,6.5288,7.3249,9.5265,5.0119,0.05926,4.7166,0.35453,7.76548,8.71284,11.33268,,,,,,,,,,,,,,,,,,,,
2016-05-20,6.537,7.3246,9.5435,4.9947,0.05949,4.7268,0.356579,7.76707,8.70267,11.33858,,,,,,,,,,,,,,,,,,,,
2016-05-23,6.5367,7.3374,9.4731,4.9816,0.05941,4.7233,0.352923,7.76818,8.71685,11.25558,,,,,,,,,,,,,,,,,,,,
2016-05-24,6.5457,7.3396,9.4784,4.979,0.05984,4.7265,0.354464,7.76725,8.70918,11.24618,,,,,,,,,,,,,,,,,,,,
2016-05-25,6.5472,7.292,9.567,4.9878,0.05944,4.7082,0.35405,7.76825,8.6468,11.34878,,,,,,,,,,,,,,,,,,,,
2016-05-26,6.5441,7.2997,9.6144,5.019,0.05941,4.7011,0.354887,7.76448,8.66208,11.41038,,,,,,,,,,,,,,,,,,,,
2016-05-27,6.547,7.3276,9.6012,5.0457,0.05966,4.7292,0.354888,7.76556,8.69049,11.38678,,,,,,,,,,,,,,,,,,,,
2016-05-30,6.5533,7.2877,9.5943,5.0283,0.05923,4.7109,0.354649,7.76576,8.62608,11.353,,,,,,,,,,,,,,,,,,,,
2016-05-31,6.5733,7.327,9.6174,5.0396,0.0593,4.7283,0.355979,7.76838,8.66037,11.36688,,,,,,,,,,,,,,,,,,,,
2016-06-01,6.5729,7.3178,9.5154,5.0261,0.0594,4.7551,0.35525,7.76885,8.64973,11.24998,,,,,,,,,,,,,,,,,,,,
2016-06-02,6.5651,7.3435,9.4645,5.0207,0.05993,4.7592,0.351632,7.7701,8.69239,11.20238,,,,,,,,,,,,,,,,,,,,
2016-06-03,6.5745,7.3314,9.4724,5.0212,0.06041,4.7525,0.353588,7.77065,8.66471,11.19378,,,,,,,,,,,,,,,,,,,,
2016-06-06,6.5548,7.4542,9.4447,5.0674,0.06156,4.8237,0.350982,7.76798,8.81542,11.17178,,,,,,,,,,,,,,,,,,,,
2016-06-07,6.5538,7.4445,9.4728,5.1128,0.06097,4.8305,0.356456,7.7677,8.825,11.22948,,,,,,,,,,,,,,,,,,,,
2016-06-08,6.5615,7.4533,9.5433,5.1448,0.06119,4.8856,0.362163,7.766,8.81982,11.29258,,,,,,,,,,,,,,,,,,,,
2016-06-09,6.5525,7.4732,9.5145,5.1667,0.06135,4.9126,0.35903,7.76035,8.84908,11.26288,,,,,,,,,,,,,,,,,,,,
2016-06-10,6.552,7.4139,9.4758,5.1491,0.06118,4.8598,0.351708,7.76198,8.78048,11.22458,,,,,,,,,,,,,,,,,,,,
2016-06-13,6.552,7.3745,9.3077,5.1334,0.06162,4.8362,0.347845,7.76276,8.72375,11.01328,,,,,,,,,,,,,,,,,,,,
2016-06-14,6.5757,7.4272,9.3453,5.1282,0.06193,4.8558,0.34754,7.7631,8.7595,11.02618,,,,,,,,,,,,,,,,,,,,
2016-06-15,6.5865,7.3843,9.3029,5.1216,0.06208,4.8434,0.348551,7.7611,8.70029,10.95948,,,,,,,,,,,,,,,,,,,,
2016-06-16,6.5718,7.4028,9.3305,5.0913,0.06211,4.8738,0.347577,7.76002,8.7388,11.01448,,,,,,,,,,,,,,,,,,,,
2016-06-17,6.582,7.4089,9.3882,5.0879,0.06285,4.8571,0.349383,7.7591,8.73413,11.08858,,,,,,,,,,,,,,,,,,,,
2016-06-20,6.5784,7.3597,9.4582,5.0502,0.062,4.8205,0.353095,7.75969,8.80411,11.31538,,,,,,,,,,,,,,,,,,,,
2016-06-21,6.5671,7.4352,9.6342,5.131,0.06324,4.8982,0.352455,7.76085,8.78639,11.38688,,,,,,,,,,,,,,,,,,,,
2016-06-22,6.5803,7.4041,9.6527,5.1405,0.06285,4.9055,0.357535,7.75905,8.72833,11.37858,,,,,,,,,,,,,,,,,,,,
2016-06-23,6.5675,7.442,9.7148,5.1262,0.06278,4.935,0.356273,7.75722,8.78512,11.46908,,,,,,,,,,,,,,,,,,,,
2016-06-24,6.5673,7.4407,9.5535,5.1175,0.06268,4.9446,0.347524,7.7567,8.78362,11.28418,,,,,,,,,,,,,,,,,,,,
2016-06-27,6.6118,7.2194,8.7944,5.0239,0.06405,4.8601,0.345978,7.76002,8.56628,10.43248,,,,,,,,,,,,,,,,,,,,
2016-06-28,6.6416,7.3167,8.7893,5.0837,0.06522,4.8866,0.353123,7.75955,8.5464,10.26798,,,,,,,,,,,,,,,,,,,,
2016-06-29,6.6381,7.3521,8.8612,5.0973,0.06467,4.9143,0.358621,7.7583,8.5889,10.35396,,,,,,,,,,,,,,,,,,,,
2016-06-30,6.6268,7.3731,8.9241,5.1248,0.06448,4.9507,0.361667,7.75875,8.63049,10.44468,,,,,,,,,,,,,,,,,,,,
2016-07-01,6.6381,7.3393,8.8065,5.0998,0.06412,4.9217,0.361794,7.7596,8.61693,10.336,,,,,,,,,,,,,,,,,,,,
2016-07-04,6.6457,7.3466,8.7684,5.112,0.06441,4.9273,0.36057,7.75778,8.63218,10.30358,,,,,,,,,,,,,,,,,,,,
2016-07-05,6.6553,7.4178,8.8391,5.1724,0.06492,5.0103,0.353563,7.75795,8.64549,10.3,,,,,,,,,,,,,,,,,,,,
2016-07-06,6.6697,7.3784,8.6428,5.1277,0.06592,4.9631,0.355765,7.75833,8.58249,10.04828,,,,,,,,,,,,,,,,,,,,
2016-07-07,6.683,7.4139,8.6351,5.154,0.06608,5.0209,0.355276,7.7584,8.6079,10.02478,,,,,,,,,,,,,,,,,,,,
2016-07-08,6.6711,7.3819,8.6177,5.1324,0.06619,4.9977,0.360497,7.7579,8.5807,10.01778,,,,,,,,,,,,,,,,,,,,
2016-07-11,6.6781,7.382,8.6531,5.123,0.06637,5.0525,0.361678,7.75768,8.56761,10.04038,,,,,,,,,,,,,,,,,,,,
2016-07-12,6.6839,7.3918,8.6745,5.0929,0.06522,5.037,0.364591,7.75823,8.57816,10.06928,,,,,,,,,,,,,,,,,,,,
2016-07-13,6.6786,7.3912,8.873,5.1168,0.06377,5.0812,0.363407,7.75842,8.58023,10.29998,,,,,,,,,,,,,,,,,,,,
2016-07-14,6.6763,7.4081,8.7595,5.1461,0.06416,5.0714,0.363513,7.75606,8.603,10.17338,,,,,,,,,,,,,,,,,,,,
2016-07-15,6.6736,7.4128,8.9103,5.1714,0.06347,5.0823,0.358833,7.7546,8.61146,10.35448,,,,,,,,,,,,,,,,,,,,
2016-07-18,6.6761,7.37,8.8149,5.1456,0.06325,5.0597,0.363195,7.7541,8.57142,10.25608,,,,,,,,,,,,,,,,,,,,
2016-07-19,6.7046,7.4115,8.8814,5.1654,0.06309,5.07,0.362606,7.75455,8.58467,10.28598,,,,,,,,,,,,,,,,,,,,
2016-07-20,6.6954,7.3653,8.7661,5.1341,0.063,5.0214,0.358579,7.75528,8.54005,10.16378,,,,,,,,,,,,,,,,,,,,
2016-07-21,6.6766,7.3475,8.8442,5.1033,0.0622,4.9812,0.359647,7.75575,8.54511,10.28188,,,,,,,,,,,,,,,,,,,,
2016-07-22,6.6744,7.3534,8.8223,5.0987,0.063,5.0048,0.359976,7.7558,8.55581,10.26748,,,,,,,,,,,,,,,,,,,,
2016-07-25,6.6939,7.2945,8.7295,5.0623,0.06254,4.9711,0.356563,7.75703,8.50869,10.18298,,,,,,,,,,,,,,,,,,,,
2016-07-26,6.6793,7.3314,8.7422,5.0442,0.06318,4.9866,0.356202,7.7567,8.52461,10.16518,,,,,,,,,,,,,,,,,,,,
2016-07-27,6.6697,7.3185,8.7593,5.0554,0.06353,5.0051,0.354353,7.7567,8.5203,10.19928,,,,,,,,,,,,,,,,,,,,
2016-07-28,6.6668,7.374,8.8152,5.0688,0.06346,5.0054,0.352893,7.7566,8.58569,10.26548,,,,,,,,,,,,,,,,,,,,
2016-07-29,6.6561,7.3675,8.7471,5.0541,0.06346,4.9938,0.355048,7.7562,8.59591,10.20538,,,,,,,,,,,,,,,,,,,,
2016-08-01,6.6423,7.4089,8.7663,5.079,0.06481,5.0328,0.352193,7.75798,8.66315,10.251,,,,,,,,,,,,,,,,,,,,
2016-08-02,6.6415,7.4082,8.7449,5.0547,0.06481,4.9933,0.350779,7.7606,8.663,10.22844,,,,,,,,,,,,,,,,,,,,
2016-08-03,6.6287,7.3873,8.7826,5.025,0.06517,5.004,0.351042,7.76022,8.70526,10.34778,,,,,,,,,,,,,,,,,,,,
2016-08-04,6.6308,7.3852,8.8249,5.0673,0.06536,5.0262,0.350872,7.75925,8.65247,10.33978,,,,,,,,,,,,,,,,,,,,
2016-08-05,6.6387,7.3824,8.7047,5.0943,0.06552,5.0655,0.354035,7.75575,8.63518,10.18138,,,,,,,,,,,,,,,,,,,,
2016-08-08,6.6737,7.3513,8.6735,5.0296,0.06491,5.0462,0.359775,7.75527,8.59819,10.14688,,,,,,,,,,,,,,,,,,,,
2016-08-09,6.6604,7.3735,8.6717,5.0565,0.06504,5.0958,0.361255,7.75687,8.598,10.10808,,,,,,,,,,,,,,,,,,,,
2016-08-10,6.6552,7.3875,8.6427,5.0665,0.06521,5.0936,0.361524,7.7566,8.6207,10.08848,,,,,,,,,,,,,,,,,,,,
2016-08-11,6.6392,7.4169,8.632,5.0783,0.06556,5.115,0.364151,7.7564,8.67554,10.09758,,,,,,,,,,,,,,,,,,,,
2016-08-12,6.626,7.3709,8.571,5.0958,0.065,5.0918,0.362884,7.7566,8.6361,10.04668,,,,,,,,,,,,,,,,,,,,
2016-08-15,6.6449,7.372,8.524,5.0953,0.06518,5.0545,0.367572,7.7568,8.6584,10.0133,,,,,,,,,,,,,,,,,,,,
2016-08-16,6.6354,7.4106,8.5351,5.1267,0.06546,5.0866,0.36749,7.7568,8.672,9.9904,,,,,,,,,,,,,,,,,,,,
2016-08-17,6.6248,7.4611,8.6213,5.1439,0.06603,5.0944,0.365837,7.75438,8.74315,10.10518,,,,,,,,,,,,,,,,,,,,
2016-08-18,6.634,7.4865,8.6414,5.1578,0.0663,5.0777,0.365066,7.7543,8.7615,10.1145,,,,,,,,,,,,,,,,,,,,
2016-08-19,6.612,7.4538,8.6451,5.1409,0.0656,5.0433,0.362998,7.7536,8.795,10.2045,,,,,,,,,,,,,,,,,,,,
2016-08-22,6.6344,7.4477,8.6083,5.1136,0.06558,5.0176,0.362565,7.7548,8.7573,10.12118,,,,,,,,,,,,,,,,,,,,
2016-08-23,6.6475,7.5166,8.723,5.1326,0.06622,5.0669,0.358807,7.7535,8.77582,10.18238,,,,,,,,,,,,,,,,,,,,
2016-08-24,6.6408,7.4949,8.7504,5.1331,0.06611,5.049,0.359629,7.7532,8.76157,10.228,,,,,,,,,,,,,,,,,,,,
2016-08-25,6.6584,7.4894,8.8023,5.1427,0.06615,5.0613,0.362664,7.7537,8.7309,10.262,,,,,,,,,,,,,,,,,,,,
2016-08-26,6.6594,7.5063,8.7737,5.1498,0.06613,5.0705,0.358259,7.7551,8.7519,10.2298,,,,,,,,,,,,,,,,,,,,
2016-08-29,6.6789,7.4561,8.7419,5.1156,0.06532,5.0228,0.358443,7.7567,8.68468,10.1799,,,,,,,,,,,,,,,,,,,,
2016-08-30,6.6752,7.4624,8.7396,5.1246,0.06549,5.0534,0.355168,7.7552,8.6792,10.16408,,,,,,,,,,,,,,,,,,,,
2016-08-31,6.6804,7.4112,8.7008,5.0786,0.06461,4.9991,0.35545,7.75758,8.64964,10.15508,,,,,,,,,,,,,,,,,,,,
2016-09-01,6.6776,7.4421,8.7589,5.0875,0.06456,5.0154,0.356278,7.75635,8.6541,10.1856,,,,,,,,,,,,,,,,,,,,
2016-09-02,6.6682,7.4581,8.8371,5.0856,0.0645,5.0287,0.358907,7.7571,8.6833,10.2952,,,,,,,,,,,,,,,,,,,,
2016-09-05,6.6798,7.4444,8.8682,5.1337,0.06419,5.0467,0.359369,7.7554,8.65235,10.3093,,,,,,,,,,,,,,,,,,,,
2016-09-06,6.6759,7.4334,8.8737,5.1557,0.06439,5.0607,0.365598,7.75499,8.64756,10.32238,,,,,,,,,,,,,,,,,,,,
2016-09-07,6.6743,7.5007,8.9459,5.1891,0.06568,5.1242,0.36292,7.7551,8.72527,10.409,,,,,,,,,,,,,,,,,,,,
2016-09-08,6.6626,7.4783,8.8764,5.1649,0.06537,5.1033,0.35702,7.75545,8.715,10.3457,,,,,,,,,,,,,,,,,,,,
2016-09-09,6.6628,7.4999,8.8553,5.15,0.06506,5.092,0.352606,7.7562,8.73975,10.32078,,,,,,,,,,,,,,,,,,,,
2016-09-12,6.6799,7.46,8.8092,5.0866,0.06477,5.0072,0.354943,7.7565,8.71765,10.2952,,,,,,,,,,,,,,,,,,,,
2016-09-13,6.6787,7.4985,8.8966,5.1183,0.06556,5.0467,0.349493,7.75729,8.7188,10.3461,,,,,,,,,,,,,,,,,,,,
2016-09-14,6.6764,7.4812,8.7978,5.0684,0.06507,4.9818,0.346262,7.75802,8.7015,10.2342,,,,,,,,,,,,,,,,,,,,
2016-09-15,6.6732,7.4955,8.8418,5.0505,0.06499,4.9856,0.344872,7.7576,8.7236,10.28878,,,,,,,,,,,,,,,,,,,,
2016-09-16,6.6712,7.4915,8.8234,5.0625,0.06532,5.0053,0.340182,7.7586,8.7231,10.27558,,,,,,,,,,,,,,,,,,,,
2016-09-19,6.6707,7.4351,8.6725,5.0476,0.06513,4.9981,0.339195,7.7585,8.65628,10.0969,,,,,,,,,,,,,,,,,,,,
2016-09-20,6.6662,7.4437,8.6846,5.0435,0.06539,5.0207,0.336145,7.7576,8.67118,10.11698,,,,,,,,,,,,,,,,,,,,
2016-09-21,6.6695,7.4296,8.6494,5.0531,0.06562,5.0354,0.338198,7.757,8.65134,10.071,,,,,,,,,,,,,,,,,,,,
2016-09-22,6.6736,7.4557,8.6838,5.0923,0.06635,5.086,0.340067,7.7551,8.67846,10.10758,,,,,,,,,,,,,,,,,,,,
2016-09-23,6.6638,7.4602,8.7086,5.101,0.06601,5.0898,0.336863,7.7552,8.6917,10.1456,,,,,,,,,,,,,,,,,,,,
2016-09-26,6.6572,7.433,8.5835,5.0291,0.06555,5.0367,0.334908,7.75595,8.71626,10.065,,,,,,,,,,,,,,,,,,,,
2016-09-27,6.6677,7.4912,8.6349,5.0337,0.06635,5.0831,0.344194,7.7553,8.72352,10.0555,,,,,,,,,,,,,,,,,,,,
2016-09-28,6.6698,7.4722,8.6684,5.044,0.06631,5.1094,0.344846,7.7549,8.69834,10.08918,,,,,,,,,,,,,,,,,,,,
2016-09-29,6.6752,7.4819,8.6913,5.1029,0.06605,5.1278,0.341542,7.7541,8.7019,10.11008,,,,,,,,,,,,,,,,,,,,
2016-09-30,6.6687,7.4329,8.5892,5.0372,0.06547,5.0533,0.344299,7.75491,8.70006,10.05318,,,,,,,,,,,,,,,,,,,,
2016-10-03,6.6381,7.406,8.5259,5.0203,0.06493,5.0399,0.344009,7.7556,8.71046,10.0272,,,,,,,,,,,,,,,,,,,,
2016-10-04,6.6732,7.4715,8.5665,5.0812,0.06547,5.122,0.345524,7.7551,8.69288,9.96838,,,,,,,,,,,,,,,,,,,,
2016-10-05,6.6708,7.4685,8.4807,5.0481,0.06474,5.0694,0.347278,7.7563,8.69327,9.8739,,,,,,,,,,,,,,,,,,,,
2016-10-06,6.673,7.4689,8.5014,5.0579,0.06441,5.0807,0.347044,7.75715,8.69252,9.89328,,,,,,,,,,,,,,,,,,,,
2016-10-07,6.6737,7.4262,8.2628,5.0405,0.06421,5.0503,0.345942,7.757,8.64254,9.61098,,,,,,,,,,,,,,,,,,,,
2016-10-10,6.6769,7.4652,8.2914,5.0318,0.06473,5.0681,0.353114,7.7581,8.68375,9.64508,,,,,,,,,,,,,,,,,,,,
2016-10-11,6.7077,7.4621,8.2669,5.0879,0.0646,5.0913,0.355378,7.7583,8.6377,9.5725,,,,,,,,,,,,,,,,,,,,
2016-10-12,6.7235,7.4255,8.24,5.075,0.06498,5.0776,0.35503,7.7588,8.578,9.52108,,,,,,,,,,,,,,,,,,,,
2016-10-13,6.7188,7.3893,8.1782,5.0549,0.06433,5.0704,0.354518,7.7575,8.5408,9.45318,,,,,,,,,,,,,,,,,,,,
2016-10-14,6.7293,7.4248,8.214,5.0908,0.06482,5.0837,0.354131,7.75715,8.56951,9.47998,,,,,,,,,,,,,,,,,,,,
2016-10-17,6.731,7.3732,8.1872,5.1157,0.06461,5.1061,0.357018,7.7585,8.5066,9.44758,,,,,,,,,,,,,,,,,,,,
2016-10-18,6.7315,7.4063,8.2178,5.1272,0.06475,5.1376,0.361914,7.75875,8.54412,9.47878,,,,,,,,,,,,,,,,,,,,
2016-10-19,6.743,7.3902,8.2828,5.137,0.06484,5.1668,0.36409,7.7593,8.5133,9.54598,,,,,,,,,,,,,,,,,,,,
2016-10-20,6.7354,7.3822,8.2671,5.1218,0.06506,5.1965,0.362309,7.7582,8.5115,9.53478,,,,,,,,,,,,,,,,,,,,
2016-10-21,6.743,7.3606,8.2539,5.0914,0.06469,5.1406,0.362827,7.75768,8.4768,9.5082,,,,,,,,,,,,,,,,,,,,
2016-10-24,6.7663,7.3525,8.2547,5.0603,0.06503,5.1373,0.364865,7.7588,8.44103,9.47768,,,,,,,,,,,,,,,,,,,,
2016-10-25,6.7762,7.3563,8.2659,5.0681,0.06486,5.1366,0.365709,7.7573,8.4332,9.4755,,,,,,,,,,,,,,,,,,,,
2016-10-26,6.7806,7.3724,8.2451,5.0718,0.06503,5.1802,0.362742,7.7565,8.4432,9.44308,,,,,,,,,,,,,,,,,,,,
2016-10-27,6.7697,7.3766,8.2728,5.0557,0.06467,5.1717,0.359648,7.75615,8.4606,9.4896,,,,,,,,,,,,,,,,,,,,
2016-10-28,6.7848,7.3841,8.2467,5.0614,0.0644,5.1424,0.357741,7.7547,8.449,9.4367,,,,,,,,,,,,,,,,,,,,
2016-10-31,6.7834,7.3562,8.1789,4.9964,0.06405,5.0885,0.359633,7.7544,8.5165,9.46968,,,,,,,,,,,,,,,,,,,,
2016-11-01,6.7746,7.4231,8.2773,5.0429,0.06455,5.1471,0.353352,7.7549,8.5051,9.4866,,,,,,,,,,,,,,,,,,,,
2016-11-02,6.7663,7.4717,8.2705,5.0464,0.06491,5.1693,0.34984,7.7549,8.57185,9.4889,,,,,,,,,,,,,,,,,,,,
2016-11-03,6.7471,7.4869,8.3022,5.0378,0.06527,5.1639,0.352404,7.75515,8.6029,9.54068,,,,,,,,,,,,,,,,,,,,
2016-11-04,6.7662,7.5004,8.4232,5.0454,0.06558,5.1927,0.355919,7.7551,8.6061,9.6675,,,,,,,,,,,,,,,,,,,,
2016-11-07,6.7555,7.5221,8.4636,5.0731,0.065,5.2022,0.364181,7.7557,8.60702,9.68398,,,,,,,,,,,,,,,,,,,,
2016-11-08,6.7741,7.4751,8.3882,5.0583,0.06476,5.2193,0.370157,7.75535,8.56916,9.61478,,,,,,,,,,,,,,,,,,,,
2016-11-09,6.7848,7.466,8.3949,5.0962,0.06454,5.247,0.341229,7.7542,8.54284,9.605,,,,,,,,,,,,,,,,,,,,
2016-11-10,6.7787,7.3917,8.4066,5.0466,0.06394,5.177,0.330555,7.7554,8.4668,9.6299,,,,,,,,,,,,,,,,,,,,
2016-11-11,6.8017,7.3976,8.5288,5.043,0.06357,5.1706,0.328001,7.7559,8.44518,9.736,,,,,,,,,,,,,,,,,,,,
2016-11-14,6.8051,7.3901,8.5843,5.0482,0.06388,5.1545,0.328434,7.75799,8.39591,9.75328,,,,,,,,,,,,,,,,,,,,
2016-11-15,6.8457,7.349,8.5578,5.051,0.0632,5.1748,0.337116,7.7578,8.3352,9.71078,,,,,,,,,,,,,,,,,,,,
2016-11-16,6.8581,7.3447,8.528,5.09,0.06281,5.1723,0.339396,7.7572,8.31894,9.6585,,,,,,,,,,,,,,,,,,,,
2016-11-17,6.7892,7.2696,8.4464,5.0565,0.06241,5.0879,0.332584,7.7571,8.3027,9.64888,,,,,,,,,,,,,,,,,,,,
2016-11-18,6.8766,7.2957,8.5235,5.0742,0.06229,5.0809,0.333492,7.75706,8.2375,9.62468,,,,,,,,,,,,,,,,,,,,
2016-11-21,6.8925,7.2844,8.4831,5.0951,0.06202,5.0411,0.33722,7.7569,8.2078,9.55768,,,,,,,,,,,,,,,,,,,,
2016-11-22,6.8889,7.3181,8.5942,5.1301,0.06216,5.0746,0.334391,7.7558,8.25,9.6893,,,,,,,,,,,,,,,,,,,,
2016-11-23,6.8893,7.3161,8.5478,5.1226,0.062,5.0976,0.333771,7.7557,8.245421,9.63388,,,,,,,,,,,,,,,,,,,,
2016-11-24,6.9102,7.286,8.592,5.1184,0.06138,5.0956,0.333773,7.7565,8.17706,9.6427,,,,,,,,,,,,,,,,,,,,
2016-11-25,6.9182,7.2968,8.6032,5.1215,0.061,5.1248,0.334641,7.7561,8.18971,9.65678,,,,,,,,,,,,,,,,,,,,
2016-11-28,6.9217,7.2722,8.5535,5.0702,0.06085,5.1026,0.335805,7.756,8.228561,9.6795,,,,,,,,,,,,,,,,,,,,
2016-11-29,6.9063,7.325,8.5591,5.1457,0.06177,5.1683,0.334858,7.7561,8.2357,9.62298,,,,,,,,,,,,,,,,,,,,
2016-11-30,6.8973,7.3344,8.6057,5.129,0.06123,5.1549,0.335437,7.7563,8.2554,9.68688,,,,,,,,,,,,,,,,,,,,
2016-12-01,6.8908,7.2811,8.604,5.1195,0.05994,5.0793,0.331929,7.7558,8.21414,9.7065,,,,,,,,,,,,,,,,,,,,
2016-12-02,6.8765,7.3345,8.6611,5.1695,0.06038,5.1052,0.333713,7.7556,8.2672,9.76248,,,,,,,,,,,,,,,,,,,,
2016-12-05,6.8855,7.2745,8.7094,5.161,0.06057,5.1175,0.334816,7.7555,8.20776,9.82678,,,,,,,,,,,,,,,,,,,,
2016-12-06,6.871,8.0424,9.517,5.6327,0.06565,5.5885,0.336948,7.7546,8.3388,9.86838,,,,,,,,,,,,,,,,,,,,
2016-12-07,6.872,7.3668,8.7073,5.1767,0.06026,5.1347,0.338101,7.7552,8.31244,9.8251,,,,,,,,,,,,,,,,,,,,
2016-12-08,6.8705,7.3883,8.6713,5.1928,0.06041,5.1408,0.338402,7.7558,8.34375,9.79348,,,,,,,,,,,,,,,,,,,,
2016-12-09,6.8699,7.2947,8.642,5.2046,0.0602,5.123,0.337196,7.75575,8.235,9.75728,,,,,,,,,,,,,,,,,,,,
2016-12-12,6.9067,7.2442,8.6526,5.2325,0.0595,5.1158,0.342024,7.7594,8.18303,9.77368,,,,,,,,,,,,,,,,,,,,
2016-12-13,6.8969,7.3393,8.7435,5.255,0.05998,5.1713,0.340286,7.7581,8.25424,9.83268,,,,,,,,,,,,,,,,,,,,
2016-12-14,6.8917,7.3248,8.7278,5.2476,0.05982,5.1651,0.336534,7.7562,8.2404,9.8186,,,,,,,,,,,,,,,,,,,,
2016-12-15,6.9038,7.2503,8.6452,5.1899,0.05885,5.1112,0.339559,7.7582,8.15526,9.7248,,,,,,,,,,,,,,,,,,,,
2016-12-16,6.9343,7.2245,8.6134,5.201,0.05865,5.1089,0.339757,7.76005,8.08297,9.6387,,,,,,,,,,,,,,,,,,,,
2016-12-19,6.9583,7.2125,8.6221,5.1757,0.05861,5.0349,0.341726,7.7649,8.11202,9.6976,,,,,,,,,,,,,,,,,,,,
2016-12-20,6.953,7.2242,8.6013,5.1799,0.05933,5.0343,0.340044,7.7663,8.0787,9.6201,,,,,,,,,,,,,,,,,,,,
2016-12-21,6.9498,7.2112,8.5827,5.19,0.05886,5.0443,0.338065,7.76524,8.0675,9.60028,,,,,,,,,,,,,,,,,,,,
2016-12-22,6.9414,7.2272,8.5616,5.1601,0.05894,5.0144,0.334579,7.76085,8.0909,9.5862,,,,,,,,,,,,,,,,,,,,
2016-12-23,6.9404,7.2459,8.5282,5.1488,0.05906,5.0128,0.336204,7.76207,8.1,9.5357,,,,,,,,,,,,,,,,,,,,
2016-12-26,6.9453,7.2528,8.5266,5.1307,0.05914,4.9807,0.336743,7.7595,8.109841,9.53438,,,,,,,,,,,,,,,,,,,,
2016-12-27,6.9447,7.2528,8.5164,5.13,0.0592,4.9816,0.334534,7.76,8.11206,9.52478,,,,,,,,,,,,,,,,,,,,
2016-12-28,6.9425,7.2606,8.5196,5.1122,0.05907,4.99,0.335304,7.75978,8.11729,9.52388,,,,,,,,,,,,,,,,,,,,
2016-12-29,6.9581,7.2409,8.4975,5.1296,0.05937,4.9933,0.336108,7.75743,8.0796,9.48208,,,,,,,,,,,,,,,,,,,,
2016-12-30,6.9453,7.3469,8.5364,5.1552,0.05977,5.0274,0.33523,7.755,8.1992,9.52578,,,,,,,,,,,,,,,,,,,,
2017-01-02,6.9438,7.2752,8.5366,5.1444,0.05919,4.9809,0.334794,7.755,8.15882,9.5717,,,,,,,,,,,,,,,,,,,,
2017-01-03,6.944,7.2527,8.5153,5.159,0.05902,4.989,0.328784,7.75788,8.112,9.5253,,,,,,,,,,,,,,,,,,,,
2017-01-04,6.9598,7.2419,8.5095,5.1781,0.05909,5.0255,0.324018,7.7563,8.0797,9.496,,,,,,,,,,,,,,,,,,,,
2017-01-05,6.9251,7.2673,8.5337,5.2045,0.05908,5.0416,0.323823,7.75496,8.142,9.55798,,,,,,,,,,,,,,,,,,,,
2017-01-06,6.8879,7.2962,8.5441,5.1996,0.05968,5.0482,0.324648,7.7544,8.2228,9.63258,,,,,,,,,,,,,,,,,,,,
2017-01-09,6.9175,7.2194,8.403,5.1765,0.05852,5.0115,0.323867,7.75491,8.16524,9.50488,,,,,,,,,,,,,,,,,,,,
2017-01-10,6.9367,7.3351,8.4336,5.2427,0.05973,5.0977,0.31802,7.756,8.21174,9.43978,,,,,,,,,,,,,,,,,,,,
2017-01-11,6.9212,7.2939,8.4143,5.2189,0.05966,5.0878,0.315969,7.75445,8.18287,9.4379,,,,,,,,,,,,,,,,,,,,
2017-01-12,6.9361,7.3395,8.461,5.2628,0.06019,5.1591,0.318578,7.7546,8.2157,9.46998,,,,,,,,,,,,,,,,,,,,
2017-01-13,6.8949,7.3043,8.3712,5.2324,0.06001,5.1523,0.321137,7.7542,8.2297,9.4322,,,,,,,,,,,,,,,,,,,,
2017-01-16,6.8988,7.2861,8.2534,5.2224,0.06002,5.1404,0.318251,7.75478,8.24193,9.33518,,,,,,,,,,,,,,,,,,,,
2017-01-17,6.891,7.3078,8.2982,5.2311,0.06038,5.1501,0.320343,7.7552,8.22212,9.33638,,,,,,,,,,,,,,,,,,,,
2017-01-18,6.8446,7.3251,8.4839,5.2424,0.06065,5.1703,0.312408,7.75551,8.29529,9.60675,,,,,,,,,,,,,,,,,,,,
2017-01-19,6.838,7.2599,8.3753,5.1499,0.05954,5.1295,0.311924,7.75596,8.24208,9.5074,,,,,,,,,,,,,,,,,,,,
2017-01-20,6.8613,7.3123,8.4628,5.1491,0.05966,5.1901,0.317997,7.7568,8.26757,9.5688,,,,,,,,,,,,,,,,,,,,
